Name,Date,Location,Type,Region,Weather
Matt Nathanson,4/1/2025,The Showbox,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 54. South southwest wind around 5 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Trivium and Bullet For My Valentine,4/1/2025,The Paramount Theatre,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 54. South southwest wind 2 to 6 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
An Evening with Jesse Welles,4/2/2025,Neumos,Music,Capitol Hill / Central District,"Rain showers likely. Mostly cloudy, with a high near 52. South southwest wind around 5 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Blowout Heavies Brass Band Jam,4/2/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain showers likely. Mostly cloudy, with a high near 52. Southwest wind 3 to 8 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Foo Gazzi,4/2/2025,High Dive,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 52. South southwest wind 5 to 8 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Humbird,4/2/2025,Sunset Tavern,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 53. Southwest wind 3 to 8 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Janiva Magness,4/2/2025,The Triple Door,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 53. Southwest wind 3 to 8 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Johnnyswim,4/2/2025,The Showbox,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 52. Southwest wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Tishani Doshi and Kelli Russell Agodon,4/2/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain showers likely. Mostly cloudy, with a high near 52. Southwest wind around 6 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
Abby Jimenez,4/3/2025,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 56. Chance of precipitation is 20%."
Alla Xul Elu,4/3/2025,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 55. Chance of precipitation is 20%."
Ari Shaffir,4/3/2025,The Moore Theatre,Theatre,Downtown,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 55. Chance of precipitation is 20%."
Bewitcher,4/3/2025,El Corazon,Music,Downtown,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 55. Chance of precipitation is 20%."
Celestial Navigation,4/3/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 55. Chance of precipitation is 20%."
Flor De Toloache,4/3/2025,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 56. Chance of precipitation is 20%."
Laurel,4/3/2025,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 55. Chance of precipitation is 20%."
Living Voices: Fly for Freedom,4/3/2025,Museum of History & Industry,Museums,Queen Anne / Seattle Center,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 55. Chance of precipitation is 20%."
Matt Andersen,4/3/2025,The Triple Door,Music,Downtown,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 54. Chance of precipitation is 20%."
Matthew Logan Vasquez,4/3/2025,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 55. Chance of precipitation is 20%."
Wax Tailor,4/3/2025,The Crocodile,Music,Downtown,"A slight chance of rain showers before 11am. Mostly sunny, with a high near 55. Chance of precipitation is 20%."
BEAK>,4/4/2025,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 62."
Boar Spear,4/4/2025,Slim's Last Chance,Music,South Seattle,"Mostly sunny, with a high near 61."
Capstan,4/4/2025,El Corazon,Music,Downtown,"Mostly sunny, with a high near 61."
Fleetmac Wood,4/4/2025,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 61."
Glenn Cannon,4/4/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 61."
Maribou State – Hallucinating Love Tour,4/4/2025,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 61."
Rotten Apples,4/4/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 61."
The Bushwick Book Club: Artists’ Books Edition,4/4/2025,Bainbridge Island Museum of Art,Music,West,"Mostly sunny, with a high near 62."
Afrobeats to the World,4/5/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 66."
Curtis Salgado,4/5/2025,The Triple Door,Music,Downtown,"Sunny, with a high near 66."
DogEar Grooves and  Vibes: Deejay Hershe,4/5/2025,Bainbridge Island Museum of Art,Music,West,"Sunny, with a high near 66."
Eric Prydz Presents 20 Years of Pryda,4/5/2025,Showbox SoDo,Music,Pioneer Square,"Sunny, with a high near 66."
Los Angeles Guitar Quartet,4/5/2025,Benaroya Hall,Music,Downtown,"Sunny, with a high near 66."
NSB – Stardom Tour 2025,4/5/2025,The Crocodile,Music,Downtown,"Sunny, with a high near 66."
Our Words Are a Reflection of Ourselves,4/5/2025,Bainbridge Island Museum of Art,Readings & Lectures,West,"Sunny, with a high near 66."
Refused,4/5/2025,The Showbox,Music,Downtown,"Sunny, with a high near 65."
Repasado,4/5/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 66."
Saturday Family Concert: House of Tarab,4/5/2025,Town Hall Seattle,Music,Downtown,"Sunny, with a high near 66."
Symphony of Giving,4/5/2025,Town Hall Seattle,Music,Downtown,"Sunny, with a high near 66."
WTO Protest Walking Tour,4/5/2025,Museum of History & Industry,Museums,Queen Anne / Seattle Center,"Sunny, with a high near 66."
Clash Valian,4/6/2025,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 70."
Darkside,4/6/2025,The Showbox,Music,Downtown,"Mostly sunny, with a high near 70."
Deb Talan  – of The Weepies,4/6/2025,The Triple Door,Music,Downtown,"Mostly sunny, with a high near 71."
Johnny Manchild and the Poor Bastards,4/6/2025,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 69."
Medieval Joy with the Medievalist Toolkit,4/6/2025,National Nordic Museum,Museums,Fremont / Ballard,"Mostly sunny, with a high near 70."
Naruto – The Symphonic Experience,4/6/2025,The Paramount Theatre,Music,Downtown,"Mostly sunny, with a high near 71."
Short Stories Live Spring 2025,4/6/2025,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 70."
Spring Fever,4/6/2025,Tractor Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 70."
Youth Lagoon,4/6/2025,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 71."
