Name,Date,Location,Type,Region,Weather
OK Hotel Annual Summer Throwdown,8/24/2024,The Royal Room,Music,South Seattle,"A chance of rain showers. Mostly cloudy, with a high near 67."
Outside the Brick,8/24/2024,Lake Union Park,Museums,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 66."
Prom Date Mixtape: Cruel Summer,8/24/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain showers. Mostly cloudy, with a high near 67."
Schism,8/24/2024,El Corazon,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 69."
Seattle Seahawks vs. Cleveland Browns,8/24/2024,Lumen Field,Sports,Pioneer Square,"A chance of rain showers. Mostly cloudy, with a high near 68."
Shaker Bloomheart,8/24/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 68."
Sinead Harnett,8/24/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 68."
Skank Tornado,8/24/2024,Funhouse,Music,Capitol Hill / Central District,"A chance of rain showers. Mostly cloudy, with a high near 68."
Skerik,8/24/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers. Mostly cloudy, with a high near 67."
The Struts,8/24/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain showers. Mostly cloudy, with a high near 68."
Annie Eastwood,8/25/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain showers before 11am. Partly sunny, with a high near 68."
Asim Azhar x AUR: The World Tour 2024,8/25/2024,The Showbox,Music,Downtown,"A slight chance of rain showers before 11am. Partly sunny, with a high near 68."
Etana,8/25/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain showers before 11am. Partly sunny, with a high near 71."
Frank Kohl Quintet: Pat Martino Tribute,8/25/2024,The Royal Room,Music,South Seattle,"A slight chance of rain showers before 11am. Partly sunny, with a high near 69."
Guttermouth,8/25/2024,El Corazon,Music,Downtown,"A slight chance of rain showers before 11am. Partly sunny, with a high near 70."
In This Moment,8/25/2024,The Moore Theatre,Music,Downtown,"A slight chance of rain showers before 11am. Partly sunny, with a high near 70."
Jonah Marais,8/25/2024,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain showers before 11am. Partly sunny, with a high near 70."
Kid Cudi,8/25/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"A slight chance of rain showers before 11am. Partly sunny, with a high near 71."
Liz Hopkins,8/25/2024,The Royal Room,Music,South Seattle,"A slight chance of rain showers before 11am. Partly sunny, with a high near 68."
Payten Redwood,8/25/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain showers before 5pm. Partly sunny, with a high near 69."
Princess Pulpit,8/25/2024,Sunset Tavern,Music,Fremont / Ballard,"A slight chance of rain showers before 11am. Partly sunny, with a high near 71."
Seattle Reign FC vs. North Carolina Courage,8/25/2024,Lumen Field,Sports,Pioneer Square,"A slight chance of rain showers before 11am. Partly sunny, with a high near 70."
Glass Era,8/26/2024,Funhouse,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 70."
Matt Greisen Quartet,8/26/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly sunny, with a high near 71."
Seattle Storm vs. Washington Mystics,8/26/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Mostly sunny, with a high near 69."
The Justin DePaola Band,8/26/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 72."
