Name,Date,Location,Type,Region,Weather
Five Iron Frenzy,1/31/2025,Neumos,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 48. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Kodo One Earth Tour: Warabe,1/31/2025,Meany Center for the Performing Arts,Music,University District,"Rain. Cloudy, with a high near 47. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Max McNown,1/31/2025,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 49. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Ani DiFranco,2/1/2025,The Moore Theatre,Music,Downtown,"Rain showers. Cloudy, with a high near 43."
BeatleConcert,2/1/2025,Tractor Tavern,Music,Fremont / Ballard,"Rain showers. Cloudy, with a high near 42."
ETANA,2/1/2025,High Dive,Music,Fremont / Ballard,"Rain showers. Cloudy, with a high near 43."
Jose “Juicy” Gonzales Trio,2/1/2025,The Royal Room,Music,South Seattle,"Rain showers. Cloudy, with a high near 43."
moe.,2/1/2025,The Neptune Theatre,Music,University District,"Rain showers. Cloudy, with a high near 43."
Artist Talk: Fumi Amano,2/2/2025,Museum of Glass,Museums,South,"Snow showers before 1pm, then rain and snow showers. Mostly cloudy, with a high near 41. New snow accumulation of less than half an inch possible."
Gallowglass Celtic Band,2/2/2025,The Royal Room,Music,South Seattle,"Snow showers before 1pm, then rain and snow showers. Mostly cloudy, with a high near 41. New snow accumulation of less than half an inch possible."
Panic Fancy,2/2/2025,High Dive,Music,Fremont / Ballard,"Rain and snow showers. Mostly cloudy, with a high near 42."
The Seattle Chinese Spring Festival Gala,2/2/2025,Benaroya Hall,Music,Downtown,"Snow showers before 1pm, then rain and snow showers. Mostly cloudy, with a high near 41. New snow accumulation of less than half an inch possible."
The Fifth Avenue Theatre’s Show Talk Series,2/3/2025,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Snow showers likely before 4pm, then a chance of rain and snow showers. Partly sunny, with a high near 37. New snow accumulation of less than half an inch possible."
350’s,2/4/2025,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of snow showers. Partly sunny, with a high near 36."
Chris Hayes,2/4/2025,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of snow showers before 1pm, then a chance of rain and snow showers. Partly sunny, with a high near 36."
Cursive,2/4/2025,The Crocodile,Music,Downtown,"A chance of snow showers. Partly sunny, with a high near 37."
Eivor – North American Tour 2025,2/4/2025,The Neptune Theatre,Music,University District,"A chance of snow showers before 1pm, then a chance of rain and snow showers. Partly sunny, with a high near 37."
Literary Arts: Michele Norris,2/4/2025,Benaroya Hall,Readings & Lectures,Downtown,"A chance of snow showers before 1pm, then a chance of rain and snow showers. Partly sunny, with a high near 37."
Paula Fuga,2/4/2025,The Triple Door,Music,Downtown,"A chance of snow showers before 1pm, then a chance of rain and snow showers. Partly sunny, with a high near 37."
