Name,Date,Location,Type,Region,Weather
Perspectives: Black Queer Nurse,8/8/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 83."
Pimps of Joytime,8/8/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 86."
RuPaul’s Drag Race All Stars LIVE,8/8/2024,The Paramount Theatre,Theatre,Downtown,"Sunny, with a high near 83."
Secret Number,8/8/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 85."
Summer Nights on the Terrace with Torin & Lauren,8/8/2024,Museum of History & Industry,Music,Queen Anne / Seattle Center,"Sunny, with a high near 86."
The Greeting Committee,8/8/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 82."
The Jacob Jolliff Band,8/8/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 86."
Ana Barbara,8/9/2024,The Moore Theatre,Music,Downtown,"Sunny, with a high near 87."
Atta Boy,8/9/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 88."
Aubrey Johnson,8/9/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 86."
Duff Thompson and Steph Green,8/9/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 87."
Flatland Cavalry,8/9/2024,The Paramount Theatre,Music,Downtown,"Sunny, with a high near 85."
Idobi Summer School,8/9/2024,Showbox SoDo,Music,Pioneer Square,"Sunny, with a high near 84."
Lambrini Girls,8/9/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 86."
Mickey Avalon,8/9/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 86."
Motors & Movies: Kung Fu Panda 4,8/9/2024,LeMay - America's Car Museum,Museums,South,"Sunny, with a high near 86."
Movies at The Mural – Dune (1984),8/9/2024,Seattle Center Mural Amphitheatre,Film & Media Arts,Queen Anne / Seattle Center,"Sunny, with a high near 84."
Pink Pony Club,8/9/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 87."
Shady Bottom Funk,8/9/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 83."
The Jacob Jolliff Band,8/9/2024,The Triple Door,Music,Downtown,"Sunny, with a high near 88."
The Kings,8/9/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 83."
Tinariwen,8/9/2024,The Showbox,Music,Downtown,"Sunny, with a high near 86."
19th International Sea Glass Festival,8/10/2024,Fisher Pavilion,Festivals & Special Events,Queen Anne / Seattle Center,"Sunny, with a high near 85."
Battlestar Kalakala,8/10/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 86."
Ben Black and Friends: Music Fundraiser for the Palestine Children’s Relief Fund,8/10/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 82."
Dana Gould,8/10/2024,The Triple Door,Theatre,Downtown,"Sunny, with a high near 85."
Dead Posey,8/10/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 85."
Donny Osmond – Direct From Vegas,8/10/2024,The Paramount Theatre,Music,Downtown,"Sunny, with a high near 86."
Hillbilly Headbangers Ball,8/10/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 84."
Ian Moore and Friends,8/10/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 85."
King Buzzo,8/10/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 82."
Legendary Volume 2,8/10/2024,Rendezvous JewelBox Theater,Dance,Downtown,"Sunny, with a high near 85."
Marco Antonio Solis,8/10/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,"Sunny, with a high near 85."
MC Chris,8/10/2024,El Corazon,Music,Downtown,"Sunny, with a high near 86."
Noah Pettibon,8/10/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 85."
Samurai Del,8/10/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 85."
Son Little,8/10/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"Sunny, with a high near 86."
The 19th Annual In The Spirit – Arts Market and Northwest Native Festival,8/10/2024,Washington State History Museum,Museums,South,"Sunny, with a high near 85."
The Arcadian Wild,8/10/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 85."
