Name,Date,Location,Type,Region,Weather
Yonder Mountain String Band,7/11/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 78."
?Celestial Navigation,7/12/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 80."
38 Coffin,7/12/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 79."
Arkaik,7/12/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 77."
Barclay Crenshaw,7/12/2024,The Showbox,Music,Downtown,"Sunny, with a high near 81."
Freddy Fuego,7/12/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 79."
Hana Vu,7/12/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 79."
Jocelyn Cole and Sharon Nagel,7/12/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 77."
"Perspectives: Music, Merchants, and Masterminds",7/12/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 79."
Quasi,7/12/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 80."
Sapphira Cristal,7/12/2024,The Neptune Theatre,Theatre,University District,"Sunny, with a high near 79."
Seattle Storm vs. Minnesota Lynx,7/12/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Sunny, with a high near 76."
Talib Kweli,7/12/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 78."
Woodland Park Zoo: 48th Annual Jungle Party,7/12/2024,Woodland Park Zoo,Festivals & Special Events,Wallingford / Greenlake,"Sunny, with a high near 78."
YG,7/12/2024,Showbox SoDo,Music,Pioneer Square,"Sunny, with a high near 78."
Chronically Fabulous,7/13/2024,Rendezvous JewelBox Theater,Theatre,Downtown,"Sunny, with a high near 83."
Dead on Cue,7/13/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 80."
Electric Feels,7/13/2024,The Showbox,Music,Downtown,"Sunny, with a high near 82."
Festal: Polish Festival Seattle,7/13/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,"Sunny, with a high near 82."
Gary Janetti,7/13/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Sunny, with a high near 81."
Jessica Lurie,7/13/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 82."
Kenny Chesney with Zac Brown Band,7/13/2024,Lumen Field,Music,Pioneer Square,"Sunny, with a high near 79."
Machinedrum,7/13/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 80."
Nikki McClure: Something About the Sky,7/13/2024,Bainbridge Island Museum of Art,Readings & Lectures,West,"Sunny, with a high near 82."
Old Gods of Appalachia,7/13/2024,The Neptune Theatre,Theatre,University District,"Sunny, with a high near 83."
Puget Sound Songbirds,7/13/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 82."
RJD2,7/13/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 82."
Where Is the Love?,7/13/2024,The Crocodile,Music,Downtown,"Sunny, with a high near 82."
Whethan,7/13/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 80."
