Name,Date,Location,Type,Region,Weather
WWE Friday Night SmackDown,9/13/2024,Climate Pledge Arena,Festivals & Special Events,Queen Anne / Seattle Center,"Rain showers likely after 4pm. Mostly cloudy, with a high near 65. Southwest wind 2 to 6 mph. Chance of precipitation is 70%. New rainfall amounts less than a tenth of an inch possible."
2024 Apple Cup,9/14/2024,Lumen Field,Sports,Pioneer Square,"Rain showers. Cloudy. High near 65, with temperatures falling to around 62 in the afternoon. Southwest wind around 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Artist Panel: Northwest School Now,9/14/2024,Bainbridge Island Museum of Art,Readings & Lectures,West,"Rain showers. Cloudy. High near 66, with temperatures falling to around 64 in the afternoon. Southwest wind 2 to 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Black and Loud Fest,9/14/2024,The Crocodile,Music,Downtown,"Rain showers. Cloudy. High near 64, with temperatures falling to around 62 in the afternoon. Southwest wind 2 to 7 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
bloococoon,9/14/2024,Sunset Tavern,Music,Fremont / Ballard,"Rain showers. Cloudy. High near 66, with temperatures falling to around 63 in the afternoon. Southwest wind around 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Brat Rave,9/14/2024,Showbox SoDo,Music,Pioneer Square,"Rain showers. Cloudy. High near 65, with temperatures falling to around 62 in the afternoon. Southwest wind around 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Brian Regan,9/14/2024,The Paramount Theatre,Theatre,Downtown,"Rain showers. Cloudy. High near 67, with temperatures falling to around 65 in the afternoon. South southwest wind 2 to 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Christie Lenee and Ryan David Green,9/14/2024,The Royal Room,Music,South Seattle,"Rain showers. Cloudy. High near 65, with temperatures falling to around 62 in the afternoon. Southwest wind around 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Country Dave and the New Fallen Angels,9/14/2024,The Triple Door,Music,Downtown,"Rain showers. Cloudy. High near 66, with temperatures falling to around 64 in the afternoon. Southwest wind 2 to 6 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Danny Godinez,9/14/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain showers. Cloudy. High near 65, with temperatures falling to around 62 in the afternoon. Southwest wind around 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
David Spade: Catch Me Inside,9/14/2024,The Moore Theatre,Theatre,Downtown,"Rain showers. Cloudy. High near 68, with temperatures falling to around 65 in the afternoon. Southwest wind 2 to 6 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
For the First and Last Time: Grateful Shred & Circles Around the Sun,9/14/2024,The Neptune Theatre,Music,University District,"Rain showers. Cloudy. High near 67, with temperatures falling to around 64 in the afternoon. Southwest wind around 5 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Friday Pilots Club,9/14/2024,Barboza,Music,Capitol Hill / Central District,"Rain showers. Cloudy. High near 66, with temperatures falling to around 63 in the afternoon. Southwest wind 2 to 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Marc E. Bassy –  Skizzy Mars,9/14/2024,El Corazon,Music,Downtown,"Rain showers. Cloudy. High near 66, with temperatures falling to around 63 in the afternoon. Southwest wind 2 to 6 mph. Chance of precipitation is 100%. New rainfall amounts between a tenth and quarter of an inch possible."
Mt Fog,9/14/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain showers. Cloudy. High near 65, with temperatures falling to around 62 in the afternoon. Southwest wind around 6 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Opening Night Concert,9/14/2024,Benaroya Hall,Music,Downtown,"Rain showers. Cloudy. High near 66, with temperatures falling to around 64 in the afternoon. Southwest wind 2 to 7 mph. Chance of precipitation is 90%. New rainfall amounts between a tenth and quarter of an inch possible."
Jessica Kirson,9/15/2024,The Moore Theatre,Theatre,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 66. North northeast wind 2 to 8 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Level 1 Freeski Film Tour,9/15/2024,The Crocodile,Film & Media Arts,Downtown,"A chance of rain showers before 5pm. Partly sunny, with a high near 64. North wind 2 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Ms. Pat: The Hot and Flashy Tour,9/15/2024,The Neptune Theatre,Theatre,University District,"A chance of rain showers before 5pm. Partly sunny, with a high near 65. North northeast wind 3 to 9 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Randy Weeks,9/15/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain showers before 5pm. Partly sunny, with a high near 64. North northeast wind 3 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Sam Reider and the Human Hands,9/15/2024,The Royal Room,Music,South Seattle,"A chance of rain showers before 5pm. Partly sunny, with a high near 64. North northeast wind 3 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Seattle Sounders FC vs. Sporting Kansas City,9/15/2024,Lumen Field,Sports,Pioneer Square,"A chance of rain showers before 5pm. Partly sunny, with a high near 65. North northeast wind 3 to 9 mph. Chance of precipitation is 30%. New rainfall amounts less than a tenth of an inch possible."
Seattle Storm vs. Los Angeles Sparks,9/15/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"A chance of rain showers before 5pm. Partly sunny, with a high near 64. North northeast wind 2 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
The Winds5 Wind Quintet Matinee,9/15/2024,The Royal Room,Music,South Seattle,"A chance of rain showers before 5pm. Partly sunny, with a high near 63. North northeast wind 2 to 9 mph. Chance of precipitation is 40%. New rainfall amounts less than a tenth of an inch possible."
Duane Kelly and Katie Zeitler,9/16/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 68."
Jumaane Smith Quintet,9/16/2024,Dimitriou's Jazz Alley,Music,Downtown,"Mostly sunny, with a high near 68."
Peezy,9/16/2024,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 68."
Sarah Kinsley,9/16/2024,Neumos,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 67."
Seattle Reign FC vs. NJ/NY Gotham FC,9/16/2024,Lumen Field,Sports,Pioneer Square,"Mostly sunny, with a high near 68."
Testament and Kreator,9/16/2024,Showbox SoDo,Music,Pioneer Square,"Mostly sunny, with a high near 68."
The Science of Speaking to Young People with David Yeager and Tricia Raikes,9/16/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 68."
David Orr,9/17/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Rain. Cloudy, with a high near 63."
Foleada,9/17/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy, with a high near 63."
Seattle Storm vs. Las Vegas Aces,9/17/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Rain. Cloudy, with a high near 63."
The Holdup,9/17/2024,Barboza,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 64."
The Rare Occasions,9/17/2024,Neumos,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 63."
Wave to Earth,9/17/2024,Showbox SoDo,Music,Pioneer Square,"Rain. Cloudy, with a high near 63."
Ark Patrol,9/18/2024,Barboza,Music,Capitol Hill / Central District,"Rain showers likely. Mostly cloudy, with a high near 65."
bôa,9/18/2024,Neumos,Music,Capitol Hill / Central District,"Rain showers likely. Mostly cloudy, with a high near 63."
Dub Lounge International,9/18/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain showers likely. Mostly cloudy, with a high near 65."
Las Leonas,9/18/2024,The Moore Theatre,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 65."
Myles Smith – Slightly Less Lonely Tour,9/18/2024,The Crocodile,Music,Downtown,"A chance of rain showers. Mostly cloudy, with a high near 65."
Red Shahan,9/18/2024,Tractor Tavern,Music,Fremont / Ballard,"Rain showers likely. Mostly cloudy, with a high near 64."
Seattle Sounders FC vs. San Jose Earthquakes,9/18/2024,Lumen Field,Sports,Pioneer Square,"Rain showers likely. Mostly cloudy, with a high near 63."
Snow Tha Product – Good Nights and Bad Mornings Tour,9/18/2024,Showbox SoDo,Music,Pioneer Square,"A chance of rain showers. Mostly cloudy, with a high near 65."
Soul Coughing,9/18/2024,The Showbox,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 63."
The Music of Duke Ellington – The Piano Trios,9/18/2024,The Royal Room,Music,South Seattle,"Rain showers likely. Mostly cloudy, with a high near 64."
Whitney Monge,9/18/2024,The Triple Door,Music,Downtown,"Rain showers likely. Mostly cloudy, with a high near 64."
Allison Saft,9/19/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A slight chance of rain showers. Partly sunny, with a high near 65."
Black Ends,9/19/2024,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain showers. Partly sunny, with a high near 65."
Candlelight Concert – Best of Video Games,9/19/2024,Town Hall Seattle,Music,Downtown,"A slight chance of rain showers. Partly sunny, with a high near 64."
Candlelight Concert – Rings and Dragons,9/19/2024,Town Hall Seattle,Music,Downtown,"A chance of rain showers. Partly sunny, with a high near 65."
Experience Hendrix,9/19/2024,The Paramount Theatre,Music,Downtown,"A chance of rain showers. Partly sunny, with a high near 65."
"Goodnight, Texas",9/19/2024,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain showers. Partly sunny, with a high near 65."
How Now Brown Cow,9/19/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain showers. Partly sunny, with a high near 65."
Inspired Natives,9/19/2024,Town Hall Seattle,Festivals & Special Events,Downtown,"A slight chance of rain showers. Partly sunny, with a high near 67."
Nicole Johanntgen Trio – Labyrinth,9/19/2024,The Royal Room,Music,South Seattle,"A slight chance of rain showers. Partly sunny, with a high near 64."
Palaye Royale,9/19/2024,The Neptune Theatre,Music,University District,"A slight chance of rain showers. Partly sunny, with a high near 64."
Paul Weller,9/19/2024,The Moore Theatre,Music,Downtown,"A slight chance of rain showers. Partly sunny, with a high near 64."
The Gothard Sisters,9/19/2024,The Triple Door,Music,Downtown,"A chance of rain showers. Partly sunny, with a high near 63."
Tycho,9/19/2024,Showbox SoDo,Music,Pioneer Square,"A slight chance of rain showers. Partly sunny, with a high near 64."
