Name,Date,Location,Type,Region,Weather
Rosetan,1/18/2024,High Dive,Music,Fremont / Ballard,"Rain and snow. Cloudy, with a high near 38. East northeast wind 5 to 9 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
"Untold Stories: Wire, Life, and Art with Kristin Tollefson",1/18/2024,Bainbridge Island Museum of Art,Readings & Lectures,West,"Rain and snow likely before 9am, then rain and snow between 9am and 10am, then rain and snow. Cloudy, with a high near 37. East northeast wind 6 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a quarter and half of an inch possible."
Y La Bamba,1/18/2024,Neumos,Music,Capitol Hill / Central District,"Rain and snow likely before 9am, then rain and snow between 9am and 10am, then rain and snow. Cloudy. High near 38, with temperatures falling to around 36 in the afternoon. East northeast wind 6 to 10 mph. Chance of precipitation is 100%. New rainfall amounts between a half and three quarters of an inch possible."
Dead Bars,1/19/2024,Slim's Last Chance,Music,South Seattle,"Rain. Cloudy, with a high near 43. East northeast wind around 6 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Emotional: A Night For The Heartbroken,1/19/2024,Chop Suey,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 43. East northeast wind around 6 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Loonieboys,1/19/2024,Funhouse,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 43. East northeast wind around 6 mph. Chance of precipitation is 80%. New rainfall amounts between a tenth and quarter of an inch possible."
Bewitcher,1/20/2024,Funhouse,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 46. Chance of precipitation is 80%."
burn burn burn,1/20/2024,Slim's Last Chance,Music,South Seattle,"Rain. Cloudy, with a high near 46. Chance of precipitation is 80%."
Carly Ann Calbero,1/20/2024,The Royal Room,Music,South Seattle,"Rain. Cloudy, with a high near 45. Chance of precipitation is 90%."
El Primer Instinto,1/20/2024,El Corazon,Music,Downtown,"Rain. Cloudy, with a high near 46. Chance of precipitation is 90%."
Gary Janetti,1/20/2024,The Neptune Theatre,Theatre,University District,"Rain. Cloudy, with a high near 45. Chance of precipitation is 90%."
Jammah,1/20/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Rain. Cloudy, with a high near 45. Chance of precipitation is 80%."
Saturday Family Concert: The Harmonica Pocket,1/20/2024,Town Hall Seattle,Music,Downtown,"Rain. Cloudy, with a high near 45. Chance of precipitation is 90%."
Seattle Thunderbirds vs. Tri-City Americans,1/20/2024,accesso ShoWare Center,Sports,South,"Rain. Cloudy, with a high near 45. Chance of precipitation is 90%."
Austin Plaine,1/21/2024,Funhouse,Music,Capitol Hill / Central District,"Rain. Cloudy, with a high near 47."
Seattle Kraken vs. Toronto Maple Leafs,1/21/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Rain. Cloudy, with a high near 46."
Kate Alice Marshall,1/22/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain. Cloudy, with a high near 49."
Machine Head,1/22/2024,The Showbox,Music,Downtown,"Rain. Cloudy, with a high near 48."
Silent Movie Mondays – Safety Last,1/22/2024,The Paramount Theatre,Film & Media Arts,Downtown,"Rain. Cloudy, with a high near 49."
Buck Meek,1/23/2024,The Crocodile,Music,Downtown,"Rain. Mostly cloudy, with a high near 51."
Curator Tour: Joseph A. Witt Winter Garden,1/23/2024,Washington Park Arboretum,Tours & Attractions,University District,"Rain. Cloudy, with a high near 50."
Synthwave DJ Dance Party,1/23/2024,High Dive,Music,Fremont / Ballard,"Rain. Mostly cloudy, with a high near 50."
Wiley from Atlanta,1/23/2024,Funhouse,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 50."
Winter Reverb,1/23/2024,Chop Suey,Music,Capitol Hill / Central District,"Rain. Mostly cloudy, with a high near 50."
