Name,Date,Location,Type,Region,Weather
charlieonnafriday,9/10/2024,The Crocodile,Music,Downtown,"A slight chance of rain after 5pm. Mostly cloudy, with a high near 70. Chance of precipitation is 20%."
Coco Mellors with Laurie Frankel,9/10/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A slight chance of rain after 5pm. Mostly cloudy, with a high near 69. Chance of precipitation is 20%."
John Early,9/10/2024,The Showbox,Theatre,Downtown,"A slight chance of rain after 5pm. Mostly cloudy, with a high near 70. Chance of precipitation is 20%."
Sexual Purity,9/10/2024,Funhouse,Music,Capitol Hill / Central District,"A slight chance of rain after 5pm. Mostly cloudy, with a high near 70. Chance of precipitation is 20%."
SPEED,9/10/2024,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain after 5pm. Mostly cloudy, with a high near 70. Chance of precipitation is 20%."
The Round – Kate Dinsmore,9/10/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A slight chance of rain after 5pm. Mostly cloudy, with a high near 69. Chance of precipitation is 20%."
Aaron Frazer,9/11/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 66."
Azymuth,9/11/2024,Tractor Tavern,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 67."
Bent Knee,9/11/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 65."
David Cross,9/11/2024,The Showbox,Theatre,Downtown,"A chance of rain. Mostly cloudy, with a high near 65."
David Kushner,9/11/2024,The Paramount Theatre,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 66."
Hot Rod,9/11/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain. Mostly cloudy, with a high near 66."
Hurricane Dreamz,9/11/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A chance of rain. Mostly cloudy, with a high near 64."
JAZZ IS PHSH,9/11/2024,Nectar Lounge,Music,Fremont / Ballard,"A chance of rain. Mostly cloudy, with a high near 66."
Kishi Bashi,9/11/2024,The Crocodile,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 68."
Moenia,9/11/2024,The Neptune Theatre,Music,University District,"A chance of rain. Mostly cloudy, with a high near 65."
Signs of the Swarm,9/11/2024,El Corazon,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 65."
Sophie Ellis-Bextor,9/11/2024,The Moore Theatre,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 67."
Stand with the Facts,9/11/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Mostly cloudy, with a high near 67."
Why are Restaurants So Expensive,9/11/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Mostly cloudy, with a high near 65."
A Conversation with Isabel Wilkerson,9/12/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain before 5pm. Mostly sunny, with a high near 68."
Bodysync,9/12/2024,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain before 5pm. Mostly sunny, with a high near 69."
Cloud Cult,9/12/2024,The Neptune Theatre,Music,University District,"A slight chance of rain before 5pm. Mostly sunny, with a high near 68."
Cuco,9/12/2024,Showbox SoDo,Music,Pioneer Square,"A slight chance of rain. Mostly sunny, with a high near 69."
Funky Titanics,9/12/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain. Mostly sunny, with a high near 66."
Inayah,9/12/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain before 5pm. Mostly sunny, with a high near 68."
John Moreland,9/12/2024,Neumos,Music,Capitol Hill / Central District,"A slight chance of rain. Mostly sunny, with a high near 69."
Manazma Sheen,9/12/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain before 5pm. Mostly sunny, with a high near 67."
Paris Chansons,9/12/2024,The Triple Door,Music,Downtown,"A slight chance of rain. Mostly sunny, with a high near 69."
Rio Devore,9/12/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A slight chance of rain before 5pm. Mostly sunny, with a high near 68."
Rob Larson,9/12/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A slight chance of rain before 5pm. Mostly sunny, with a high near 69."
Zheani with Buttress,9/12/2024,The Crocodile,Music,Downtown,"A slight chance of rain before 5pm. Mostly sunny, with a high near 69."
Brooks Nielsen,9/13/2024,The Neptune Theatre,Music,University District,"A slight chance of rain. Partly sunny, with a high near 67."
Danny Ocean,9/13/2024,The Moore Theatre,Music,Downtown,"A slight chance of rain. Partly sunny, with a high near 66."
Frente Cumbiero,9/13/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain. Partly sunny, with a high near 67."
Future Islands,9/13/2024,The Paramount Theatre,Music,Downtown,"A slight chance of rain. Partly sunny, with a high near 68."
High Step Society,9/13/2024,The Crocodile,Music,Downtown,"A slight chance of rain after 5pm. Partly sunny, with a high near 69."
Joe Casalini Trio,9/13/2024,The Royal Room,Music,South Seattle,"A slight chance of rain. Partly sunny, with a high near 67."
Nekrogoblikon,9/13/2024,El Corazon,Music,Downtown,"A slight chance of rain. Partly sunny, with a high near 69."
Rose Betts,9/13/2024,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain. Partly sunny, with a high near 68."
Shady Bottom Funk,9/13/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain. Partly sunny, with a high near 69."
The Far-Right Takeover of Small-Town America with Sasha Abramsky,9/13/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A slight chance of rain after 5pm. Partly sunny, with a high near 69."
The Highsteppers Classic Soul Revue,9/13/2024,The Royal Room,Music,South Seattle,"A slight chance of rain. Partly sunny, with a high near 68."
WWE Friday Night SmackDown,9/13/2024,Climate Pledge Arena,Festivals & Special Events,Queen Anne / Seattle Center,"A slight chance of rain. Partly sunny, with a high near 69."
