Name,Date,Location,Type,Region,Weather
MANISHA,7/28/2024,Tractor Tavern,Music,Fremont / Ballard,"Mostly cloudy, with a high near 71. South southwest wind around 8 mph."
Summit to Sound Festival,7/28/2024,Seacrest Park,Festivals & Special Events,West Seattle,"Mostly cloudy, with a high near 71. South wind around 8 mph."
The Gold Souls,7/28/2024,High Dive,Music,Fremont / Ballard,"Mostly cloudy, with a high near 72. South wind around 9 mph."
Wind-Up Birds,7/28/2024,Sunset Tavern,Music,Fremont / Ballard,"Mostly cloudy, with a high near 74. South southwest wind around 7 mph."
Amanda Montell,7/29/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"Rain likely. Cloudy, with a high near 66. South wind around 10 mph. Chance of precipitation is 70%. New rainfall amounts between a quarter and half of an inch possible."
Fleur-Blue-e,7/29/2024,High Dive,Music,Fremont / Ballard,"Rain likely. Cloudy, with a high near 68. South wind 7 to 10 mph. Chance of precipitation is 70%. New rainfall amounts between a quarter and half of an inch possible."
In Plain Air,7/29/2024,Funhouse,Music,Capitol Hill / Central District,"Rain likely. Cloudy, with a high near 69. South wind 6 to 10 mph. Chance of precipitation is 70%. New rainfall amounts between a quarter and half of an inch possible."
ZooTunes: Norah Jones,7/29/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,"Rain likely. Cloudy, with a high near 69. South wind 6 to 10 mph. Chance of precipitation is 70%. New rainfall amounts between a quarter and half of an inch possible."
BAB L’BLUZ,7/30/2024,Nectar Lounge,Music,Fremont / Ballard,"A slight chance of rain before 11am. Mostly cloudy, with a high near 73. Chance of precipitation is 20%."
Eye Am Music,7/30/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"A slight chance of rain before 11am. Mostly cloudy, with a high near 72. Chance of precipitation is 20%."
Green Jelly,7/30/2024,El Corazon,Music,Downtown,"A slight chance of rain before 11am. Mostly cloudy, with a high near 73. Chance of precipitation is 20%."
Jannese Torres,7/30/2024,Elliott Bay Book Company,Readings & Lectures,Capitol Hill / Central District,"A slight chance of rain before 11am. Mostly cloudy, with a high near 74. Chance of precipitation is 20%."
John Bishop,7/30/2024,The Neptune Theatre,Theatre,University District,"A slight chance of rain before 11am. Mostly cloudy, with a high near 73. Chance of precipitation is 20%."
Lucia Zambetti,7/30/2024,Barboza,Music,Capitol Hill / Central District,"A slight chance of rain before 11am. Mostly cloudy, with a high near 73. Chance of precipitation is 20%."
Sean Rowe,7/30/2024,Fremont Abbey Arts Center,Music,Fremont / Ballard,"A slight chance of rain before 11am. Mostly cloudy, with a high near 70. Chance of precipitation is 20%."
Shaker Bloomheart,7/30/2024,High Dive,Music,Fremont / Ballard,"A slight chance of rain before 11am. Mostly cloudy, with a high near 73. Chance of precipitation is 20%."
The Family Crest with Babes in Canyon,7/30/2024,Tractor Tavern,Music,Fremont / Ballard,"A slight chance of rain before 11am. Mostly cloudy, with a high near 72. Chance of precipitation is 20%."
The Gaslight Anthem,7/30/2024,Showbox SoDo,Music,Pioneer Square,"A slight chance of rain before 11am. Mostly cloudy, with a high near 70. Chance of precipitation is 20%."
The Gaslight Anthem,7/30/2024,The Showbox,Music,Downtown,"A slight chance of rain before 11am. Mostly cloudy, with a high near 71. Chance of precipitation is 20%."
49 Winchester,7/31/2024,The Showbox,Music,Downtown,"Partly sunny, with a high near 77."
Anna Tivel,7/31/2024,Tractor Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 79."
Division Minuscula and Jumbo – US Tour 2024,7/31/2024,The Neptune Theatre,Theatre,University District,"Partly sunny, with a high near 77."
JoMoMa,7/31/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 75."
Kelp Wanted,7/31/2024,Sunset Tavern,Music,Fremont / Ballard,"Partly sunny, with a high near 77."
Nick Drummond and Shelby Natasha,7/31/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Partly sunny, with a high near 75."
Packs,7/31/2024,High Dive,Music,Fremont / Ballard,"Partly sunny, with a high near 77."
STG AileyCamp Final Performance 2024,7/31/2024,The Moore Theatre,Dance,Downtown,"Partly sunny, with a high near 76."
The Aquabats,7/31/2024,Showbox SoDo,Music,Pioneer Square,"Partly sunny, with a high near 77."
100-Mile Radius Masterpiece Dinner,8/1/2024,Bainbridge Island Museum of Art,Museums,West,"Sunny, with a high near 79."
Blowout Heavies Brass Band Jam,8/1/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 77."
Glims,8/1/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 79."
Gyedu-Blay Ambolley,8/1/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 79."
Marmalade,8/1/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 81."
Max Fite,8/1/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 80."
Perry Porter,8/1/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 80."
Sunfish,8/1/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 77."
Sweet Piece,8/1/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 80."
That Girl Lay Lay,8/1/2024,The Moore Theatre,Music,Downtown,"Sunny, with a high near 77."
The Soul Rebels,8/1/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 80."
Water From Your Eyes,8/1/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 79."
After Party: La Fonda,8/2/2024,Bainbridge Island Museum of Art,Music,West,"Sunny, with a high near 83."
Bob Dylan Night,8/2/2024,Slim's Last Chance,Music,South Seattle,"Sunny, with a high near 82."
"Crush – Girls, Gays, and Theys",8/2/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 82."
CymaticZ and Juliette,8/2/2024,Barboza,Music,Capitol Hill / Central District,"Sunny, with a high near 80."
Dang,8/2/2024,High Dive,Music,Fremont / Ballard,"Sunny, with a high near 80."
Giacomo Turra,8/2/2024,Nectar Lounge,Music,Fremont / Ballard,"Sunny, with a high near 79."
Jacquees,8/2/2024,The Showbox,Music,Downtown,"Sunny, with a high near 81."
JJUUJJUU,8/2/2024,Tractor Tavern,Music,Fremont / Ballard,"Sunny, with a high near 84."
Kiki Valera y su Son Cubano,8/2/2024,The Royal Room,Music,South Seattle,"Sunny, with a high near 82."
"Movies at The Mural – Everything, Everywhere, All at Once",8/2/2024,Seattle Center Mural Amphitheatre,Film & Media Arts,Queen Anne / Seattle Center,"Sunny, with a high near 82."
Soulbaum,8/2/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,"Sunny, with a high near 79."
The Hipocrats,8/2/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 82."
The Infamous Stringdusters and Molly Tuttle,8/2/2024,The Moore Theatre,Music,Downtown,"Sunny, with a high near 82."
The Zeros,8/2/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 82."
