Name,Date,Location,Type,Region,Weather
Lunasa,3/17/2024,The Neptune Theatre,Music,University District,"Sunny. High near 67, with temperatures falling to around 65 in the afternoon. South wind 6 to 9 mph."
Rylan Fischer,3/17/2024,Sunset Tavern,Music,Fremont / Ballard,"Sunny, with a high near 67. South southwest wind around 7 mph."
Umphrey’s McGee,3/17/2024,The Showbox,Music,Downtown,"Sunny, with a high near 67. Southwest wind around 6 mph."
’68,3/18/2024,Funhouse,Music,Capitol Hill / Central District,"Sunny, with a high near 64. North northwest wind 3 to 7 mph."
Clarence Moriwaki,3/18/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Sunny, with a high near 64. North northwest wind 3 to 7 mph."
Jimmy Chamberlin Complex,3/18/2024,Neumos,Music,Capitol Hill / Central District,"Sunny, with a high near 63."
Seattle Kraken vs. Buffalo Sabres,3/18/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,"Sunny, with a high near 65. North wind 3 to 7 mph."
Taste Washington: No Frills,3/18/2024,"Seattle, WA",Festivals & Special Events,Downtown,"Sunny, with a high near 65. North wind around 6 mph."
27th Annual Daffodil Day at Pike Place Market,3/19/2024,Pike Place Market,Festivals & Special Events,Downtown,"Mostly sunny, with a high near 63."
Ana Tijoux,3/19/2024,The Crocodile,Music,Downtown,"Mostly sunny, with a high near 63."
Brad Gooch: The Life and Line of Keith Haring,3/19/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 63."
Darkest Hour,3/19/2024,El Corazon,Music,Downtown,"Mostly sunny, with a high near 63."
Dragontail Peak,3/19/2024,High Dive,Music,Fremont / Ballard,"Mostly sunny, with a high near 63."
El Perro del Mar,3/19/2024,Barboza,Music,Capitol Hill / Central District,"Mostly sunny, with a high near 64."
Letterkenny,3/19/2024,Showbox SoDo,Theatre,Pioneer Square,"Mostly sunny, with a high near 63."
Richard Lui and Dr. Kate Zhong: Caring for the Caregiver,3/19/2024,Town Hall Seattle,Readings & Lectures,Downtown,"Mostly sunny, with a high near 63."
True Loves,3/19/2024,Dimitriou's Jazz Alley,Music,Downtown,"Mostly sunny, with a high near 63."
Combichrist,3/20/2024,El Corazon,Music,Downtown,"A chance of rain. Mostly cloudy, with a high near 53."
Jon Vinyl,3/20/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 55."
Mania the ABBA Tribute,3/20/2024,The Neptune Theatre,Music,University District,"A chance of rain. Mostly cloudy, with a high near 53."
Mayuan Poet,3/20/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 53."
My Name is Rachel Corrie: Play Reading,3/20/2024,Erickson Theatre,Theatre,Capitol Hill / Central District,"A chance of rain. Partly sunny, with a high near 53."
The Forensic Archive of Landscapes: Paloma Contreras Lomas,3/20/2024,Seattle Art Museum,Museums,Downtown,"A chance of rain. Mostly cloudy, with a high near 53."
Flyana Boss,3/21/2024,Barboza,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 51."
glass beach,3/21/2024,Neumos,Music,Capitol Hill / Central District,"A chance of rain. Mostly cloudy, with a high near 51."
Ignite #45,3/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Mostly cloudy, with a high near 51."
Lee McIntyre: A History of Disinformation,3/21/2024,Town Hall Seattle,Readings & Lectures,Downtown,"A chance of rain. Mostly cloudy, with a high near 51."
Barely Alive,3/22/2024,The Showbox,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 53."
Dadi Freyr,3/22/2024,Showbox SoDo,Music,Pioneer Square,"Rain likely. Mostly cloudy, with a high near 52."
Los Huracanes del Norte: A Otro Nivel Tour 2024,3/22/2024,The Neptune Theatre,Music,University District,"Rain likely. Mostly cloudy, with a high near 52."
More Music,3/22/2024,The Moore Theatre,Music,Downtown,"Rain likely. Mostly cloudy, with a high near 52."
The Moth Seattle GrandSLAM,3/22/2024,Town Hall Seattle,Festivals & Special Events,Downtown,"Rain likely. Mostly cloudy, with a high near 52."
